crew_id,date,duty_hours,day_status,leave_type,scenario
C0025,2026-10-16,0.0,OFF,,rest_16h
C0025,2026-10-17,0.0,OFF,,rest_16h
C0025,2026-10-18,0.0,OFF,,rest_16h
C0025,2026-10-19,0.0,OFF,,rest_16h
C0025,2026-10-20,0.0,OFF,,rest_16h
C0025,2026-10-21,0.0,LEAVE,TRAINING,rest_16h
C0025,2026-10-22,0.0,LEAVE,TRAINING,rest_16h
C0025,2026-10-23,10.5,DUTY,,rest_16h
C0025,2026-10-24,0.0,OFF,,rest_16h
C0025,2026-10-25,7.9167,DUTY,,rest_16h
C0025,2026-10-26,0.0,OFF,,rest_16h
C0025,2026-10-27,0.0,OFF,,rest_16h
C0025,2026-10-28,0.0,OFF,,rest_16h
C0025,2026-10-29,0.0,OFF,,rest_16h
C0025,2026-10-30,6.3333,DUTY,,rest_16h
C0025,2026-10-31,0.0,OFF,,rest_16h
C0026,2026-10-01,0.0,OFF,,rest_16h
C0026,2026-10-02,0.0,OFF,,rest_16h
C0026,2026-10-03,6.6667,DUTY,,rest_16h
C0026,2026-10-04,6.5,DUTY,,rest_16h
C0026,2026-10-05,7.1667,DUTY,,rest_16h
C0026,2026-10-06,8.4167,DUTY,,rest_16h
C0026,2026-10-07,0.0,OFF,,rest_16h
C0026,2026-10-08,0.0,OFF,,rest_16h
C0026,2026-10-09,0.0,OFF,,rest_16h
C0026,2026-10-10,0.0,OFF,,rest_16h
C0026,2026-10-11,0.0,OFF,,rest_16h
C0026,2026-10-12,7.75,DUTY,,rest_16h
C0026,2026-10-13,0.0,OFF,,rest_16h
C0026,2026-10-14,0.0,OFF,,rest_16h
C0026,2026-10-15,0.0,OFF,,rest_16h
C0026,2026-10-16,6.5833,DUTY,,rest_16h
C0026,2026-10-17,0.0,OFF,,rest_16h
C0026,2026-10-18,6.4167,DUTY,,rest_16h
C0026,2026-10-19,0.0,OFF,,rest_16h
C0026,2026-10-20,0.0,OFF,,rest_16h
C0026,2026-10-21,6.8333,DUTY,,rest_16h
C0026,2026-10-22,8.6667,DUTY,,rest_16h
C0026,2026-10-23,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-24,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-25,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-26,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-27,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-28,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-29,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-30,0.0,LEAVE,ANNUAL,rest_16h
C0026,2026-10-31,0.0,LEAVE,ANNUAL,rest_16h
C0027,2026-10-01,0.0,OFF,,rest_16h
C0027,2026-10-02,6.5,DUTY,,rest_16h
C0027,2026-10-03,0.0,OFF,,rest_16h
C0027,2026-10-04,8.6667,DUTY,,rest_16h
C0027,2026-10-05,8.6667,DUTY,,rest_16h
C0027,2026-10-06,0.0,LEAVE,TRAINING,rest_16h
C0027,2026-10-07,0.0,LEAVE,TRAINING,rest_16h
C0027,2026-10-08,7.0,DUTY,,rest_16h
C0027,2026-10-09,0.0,OFF,,rest_16h
C0027,2026-10-10,9.0833,DUTY,,rest_16h
C0027,2026-10-11,0.0,OFF,,rest_16h
C0027,2026-10-12,0.0,OFF,,rest_16h
C0027,2026-10-13,0.0,OFF,,rest_16h
C0027,2026-10-14,7.9167,DUTY,,rest_16h
C0027,2026-10-15,0.0,OFF,,rest_16h
C0027,2026-10-16,7.6667,DUTY,,rest_16h
C0027,2026-10-17,0.0,OFF,,rest_16h
C0027,2026-10-18,8.5833,DUTY,,rest_16h
C0027,2026-10-19,0.0,OFF,,rest_16h
C0027,2026-10-20,0.0,OFF,,rest_16h
C0027,2026-10-21,0.0,OFF,,rest_16h
C0027,2026-10-22,0.0,OFF,,rest_16h
C0027,2026-10-23,7.5833,DUTY,,rest_16h
C0027,2026-10-24,0.0,OFF,,rest_16h
C0027,2026-10-25,0.0,OFF,,rest_16h
C0027,2026-10-26,10.5833,DUTY,,rest_16h
C0027,2026-10-27,0.0,OFF,,rest_16h
C0027,2026-10-28,0.0,OFF,,rest_16h
C0027,2026-10-29,0.0,OFF,,rest_16h
C0027,2026-10-30,9.25,DUTY,,rest_16h
C0027,2026-10-31,0.0,OFF,,rest_16h
C0028,2026-10-01,10.75,DUTY,,rest_16h
C0028,2026-10-02,0.0,OFF,,rest_16h
C0028,2026-10-03,0.0,OFF,,rest_16h
C0028,2026-10-04,0.0,OFF,,rest_16h
C0028,2026-10-05,0.0,OFF,,rest_16h
C0028,2026-10-06,0.0,OFF,,rest_16h
C0028,2026-10-07,7.25,DUTY,,rest_16h
C0028,2026-10-08,0.0,OFF,,rest_16h
C0028,2026-10-09,8.5,DUTY,,rest_16h
C0028,2026-10-10,0.0,OFF,,rest_16h
C0028,2026-10-11,0.0,OFF,,rest_16h
C0028,2026-10-12,0.0,OFF,,rest_16h
C0028,2026-10-13,10.5833,DUTY,,rest_16h
C0028,2026-10-14,0.0,OFF,,rest_16h
C0028,2026-10-15,9.25,DUTY,,rest_16h
C0028,2026-10-16,0.0,OFF,,rest_16h
C0028,2026-10-17,0.0,OFF,,rest_16h
C0028,2026-10-18,0.0,OFF,,rest_16h
C0028,2026-10-19,7.5833,DUTY,,rest_16h
C0028,2026-10-20,0.0,OFF,,rest_16h
C0028,2026-10-21,0.0,OFF,,rest_16h
C0028,2026-10-22,7.25,DUTY,,rest_16h
C0028,2026-10-23,7.6667,DUTY,,rest_16h
C0028,2026-10-24,0.0,OFF,,rest_16h
C0028,2026-10-25,0.0,OFF,,rest_16h
C0028,2026-10-26,0.0,OFF,,rest_16h
C0028,2026-10-27,0.0,OFF,,rest_16h
C0028,2026-10-28,10.5833,DUTY,,rest_16h
C0028,2026-10-29,8.8333,DUTY,,rest_16h
C0028,2026-10-30,0.0,OFF,,rest_16h
C0028,2026-10-31,10.75,DUTY,,rest_16h
C0029,2026-10-01,7.0833,DUTY,,rest_16h
C0029,2026-10-02,9.1667,DUTY,,rest_16h
C0029,2026-10-03,0.0,OFF,,rest_16h
C0029,2026-10-04,0.0,OFF,,rest_16h
C0029,2026-10-05,0.0,OFF,,rest_16h
C0029,2026-10-06,0.0,OFF,,rest_16h
C0029,2026-10-07,7.1667,DUTY,,rest_16h
C0029,2026-10-08,0.0,OFF,,rest_16h
C0029,2026-10-09,0.0,OFF,,rest_16h
C0029,2026-10-10,7.5833,DUTY,,rest_16h
C0029,2026-10-11,0.0,OFF,,rest_16h
C0029,2026-10-12,8.4167,DUTY,,rest_16h
C0029,2026-10-13,0.0,OFF,,rest_16h
C0029,2026-10-14,0.0,OFF,,rest_16h
C0029,2026-10-15,0.0,OFF,,rest_16h
C0029,2026-10-16,7.75,DUTY,,rest_16h
C0029,2026-10-17,0.0,OFF,,rest_16h
C0029,2026-10-18,0.0,OFF,,rest_16h
C0029,2026-10-19,8.8333,DUTY,,rest_16h
C0029,2026-10-20,0.0,OFF,,rest_16h
C0029,2026-10-21,7.25,DUTY,,rest_16h
C0029,2026-10-22,0.0,OFF,,rest_16h
C0029,2026-10-23,7.9167,DUTY,,rest_16h
C0029,2026-10-24,7.9167,DUTY,,rest_16h
C0029,2026-10-25,0.0,OFF,,rest_16h
C0029,2026-10-26,8.0833,DUTY,,rest_16h
C0029,2026-10-27,0.0,OFF,,rest_16h
C0029,2026-10-28,7.25,DUTY,,rest_16h
C0029,2026-10-29,0.0,OFF,,rest_16h
C0029,2026-10-30,0.0,OFF,,rest_16h
C0029,2026-10-31,0.0,OFF,,rest_16h
C0030,2026-10-01,7.6667,DUTY,,rest_16h
C0030,2026-10-02,0.0,OFF,,rest_16h
C0030,2026-10-03,6.6667,DUTY,,rest_16h
C0030,2026-10-04,0.0,OFF,,rest_16h
C0030,2026-10-05,0.0,OFF,,rest_16h
C0030,2026-10-06,0.0,OFF,,rest_16h
C0030,2026-10-07,0.0,OFF,,rest_16h
C0030,2026-10-08,7.3333,DUTY,,rest_16h
C0030,2026-10-09,0.0,OFF,,rest_16h
C0030,2026-10-10,0.0,OFF,,rest_16h
C0030,2026-10-11,8.3333,DUTY,,rest_16h
C0030,2026-10-12,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-13,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-14,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-15,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-16,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-17,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-18,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-19,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-20,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-21,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-22,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-23,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-24,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-25,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-26,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-27,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-28,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-29,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-30,0.0,UNAVAILABLE,,rest_16h
C0030,2026-10-31,0.0,UNAVAILABLE,,rest_16h
C0031,2026-10-01,0.0,OFF,,rest_16h
C0031,2026-10-02,8.75,DUTY,,rest_16h
C0031,2026-10-03,0.0,OFF,,rest_16h
C0031,2026-10-04,7.1667,DUTY,,rest_16h
C0031,2026-10-05,0.0,OFF,,rest_16h
C0031,2026-10-06,0.0,OFF,,rest_16h
C0031,2026-10-07,0.0,OFF,,rest_16h
C0031,2026-10-08,0.0,OFF,,rest_16h
C0031,2026-10-09,8.1667,DUTY,,rest_16h
C0031,2026-10-10,8.75,DUTY,,rest_16h
C0031,2026-10-11,0.0,OFF,,rest_16h
C0031,2026-10-12,0.0,OFF,,rest_16h
C0031,2026-10-13,7.9167,DUTY,,rest_16h
C0031,2026-10-14,0.0,OFF,,rest_16h
C0031,2026-10-15,0.0,OFF,,rest_16h
C0031,2026-10-16,0.0,OFF,,rest_16h
C0031,2026-10-17,0.0,OFF,,rest_16h
C0031,2026-10-18,0.0,OFF,,rest_16h
C0031,2026-10-19,7.5833,DUTY,,rest_16h
C0031,2026-10-20,0.0,OFF,,rest_16h
C0031,2026-10-21,8.0,DUTY,,rest_16h
C0031,2026-10-22,0.0,OFF,,rest_16h
C0031,2026-10-23,0.0,OFF,,rest_16h
C0031,2026-10-24,9.1667,DUTY,,rest_16h
C0031,2026-10-25,10.4167,DUTY,,rest_16h
C0031,2026-10-26,0.0,OFF,,rest_16h
C0031,2026-10-27,0.0,OFF,,rest_16h
C0031,2026-10-28,9.0833,DUTY,,rest_16h
C0031,2026-10-29,0.0,OFF,,rest_16h
C0031,2026-10-30,0.0,OFF,,rest_16h
C0031,2026-10-31,8.5833,DUTY,,rest_16h
C0032,2026-10-01,0.0,LEAVE,ANNUAL,rest_16h
C0032,2026-10-02,0.0,LEAVE,ANNUAL,rest_16h
C0032,2026-10-03,0.0,LEAVE,ANNUAL,rest_16h
C0032,2026-10-04,0.0,LEAVE,ANNUAL,rest_16h
C0032,2026-10-05,0.0,LEAVE,ANNUAL,rest_16h
C0032,2026-10-06,8.8333,DUTY,,rest_16h
C0032,2026-10-07,0.0,OFF,,rest_16h
C0032,2026-10-08,0.0,OFF,,rest_16h
C0032,2026-10-09,7.6667,DUTY,,rest_16h
C0032,2026-10-10,0.0,OFF,,rest_16h
C0032,2026-10-11,8.8333,DUTY,,rest_16h
C0032,2026-10-12,0.0,OFF,,rest_16h
C0032,2026-10-13,0.0,OFF,,rest_16h
C0032,2026-10-14,0.0,OFF,,rest_16h
C0032,2026-10-15,7.6667,DUTY,,rest_16h
C0032,2026-10-16,0.0,OFF,,rest_16h
C0032,2026-10-17,8.5833,DUTY,,rest_16h
C0032,2026-10-18,0.0,OFF,,rest_16h
C0032,2026-10-19,0.0,OFF,,rest_16h
C0032,2026-10-20,7.8333,DUTY,,rest_16h
C0032,2026-10-21,0.0,OFF,,rest_16h
C0032,2026-10-22,0.0,OFF,,rest_16h
C0032,2026-10-23,8.25,DUTY,,rest_16h
C0032,2026-10-24,0.0,OFF,,rest_16h
C0032,2026-10-25,8.6667,DUTY,,rest_16h
C0032,2026-10-26,0.0,OFF,,rest_16h
C0032,2026-10-27,7.6667,DUTY,,rest_16h
C0032,2026-10-28,0.0,OFF,,rest_16h
C0032,2026-10-29,0.0,OFF,,rest_16h
C0032,2026-10-30,0.0,OFF,,rest_16h
C0032,2026-10-31,7.4167,DUTY,,rest_16h
C0033,2026-10-01,8.1667,DUTY,,rest_16h
C0033,2026-10-02,0.0,OFF,,rest_16h
C0033,2026-10-03,8.4167,DUTY,,rest_16h
C0033,2026-10-04,8.6667,DUTY,,rest_16h
C0033,2026-10-05,0.0,OFF,,rest_16h
C0033,2026-10-06,0.0,OFF,,rest_16h
C0033,2026-10-07,0.0,OFF,,rest_16h
C0033,2026-10-08,7.3333,DUTY,,rest_16h
C0033,2026-10-09,7.0833,DUTY,,rest_16h
C0033,2026-10-10,0.0,OFF,,rest_16h
C0033,2026-10-11,9.25,DUTY,,rest_16h
C0033,2026-10-12,0.0,OFF,,rest_16h
C0033,2026-10-13,0.0,OFF,,rest_16h
C0033,2026-10-14,7.0833,DUTY,,rest_16h
C0033,2026-10-15,0.0,OFF,,rest_16h
C0033,2026-10-16,0.0,OFF,,rest_16h
C0033,2026-10-17,0.0,OFF,,rest_16h
C0033,2026-10-18,0.0,OFF,,rest_16h
C0033,2026-10-19,0.0,OFF,,rest_16h
C0033,2026-10-20,7.75,DUTY,,rest_16h
C0033,2026-10-21,0.0,OFF,,rest_16h
C0033,2026-10-22,0.0,OFF,,rest_16h
C0033,2026-10-23,0.0,OFF,,rest_16h
C0033,2026-10-24,0.0,OFF,,rest_16h
C0033,2026-10-25,7.25,DUTY,,rest_16h
C0033,2026-10-26,0.0,OFF,,rest_16h
C0033,2026-10-27,6.8333,DUTY,,rest_16h
C0033,2026-10-28,0.0,OFF,,rest_16h
C0033,2026-10-29,7.3333,DUTY,,rest_16h
C0033,2026-10-30,8.75,DUTY,,rest_16h
C0033,2026-10-31,0.0,OFF,,rest_16h
C0034,2026-10-01,0.0,OFF,,rest_16h
C0034,2026-10-02,0.0,OFF,,rest_16h
C0034,2026-10-03,9.25,DUTY,,rest_16h
C0034,2026-10-04,0.0,OFF,,rest_16h
C0034,2026-10-05,6.6667,DUTY,,rest_16h
C0034,2026-10-06,0.0,OFF,,rest_16h
C0034,2026-10-07,0.0,OFF,,rest_16h
C0034,2026-10-08,8.75,DUTY,,rest_16h
C0034,2026-10-09,0.0,OFF,,rest_16h
C0034,2026-10-10,10.4167,DUTY,,rest_16h
C0034,2026-10-11,0.0,OFF,,rest_16h
C0034,2026-10-12,0.0,OFF,,rest_16h
C0034,2026-10-13,0.0,OFF,,rest_16h
C0034,2026-10-14,0.0,OFF,,rest_16h
C0034,2026-10-15,7.8333,DUTY,,rest_16h
C0034,2026-10-16,0.0,LEAVE,TRAINING,rest_16h
C0034,2026-10-17,0.0,LEAVE,TRAINING,rest_16h
C0034,2026-10-18,8.6667,DUTY,,rest_16h
C0034,2026-10-19,0.0,OFF,,rest_16h
C0034,2026-10-20,0.0,OFF,,rest_16h
C0034,2026-10-21,9.0833,DUTY,,rest_16h
C0034,2026-10-22,0.0,OFF,,rest_16h
C0034,2026-10-23,0.0,OFF,,rest_16h
C0034,2026-10-24,0.0,OFF,,rest_16h
C0034,2026-10-25,10.5833,DUTY,,rest_16h
C0034,2026-10-26,0.0,OFF,,rest_16h
C0034,2026-10-27,8.3333,DUTY,,rest_16h
C0034,2026-10-28,0.0,LEAVE,ANNUAL,rest_16h
C0034,2026-10-29,0.0,LEAVE,ANNUAL,rest_16h
C0034,2026-10-30,0.0,LEAVE,ANNUAL,rest_16h
C0034,2026-10-31,0.0,LEAVE,ANNUAL,rest_16h
C0035,2026-10-01,0.0,OFF,,rest_16h
C0035,2026-10-02,0.0,OFF,,rest_16h
C0035,2026-10-03,0.0,OFF,,rest_16h
C0035,2026-10-04,0.0,OFF,,rest_16h
C0035,2026-10-05,8.5833,DUTY,,rest_16h
C0035,2026-10-06,0.0,OFF,,rest_16h
C0035,2026-10-07,9.0833,DUTY,,rest_16h
C0035,2026-10-08,0.0,OFF,,rest_16h
C0035,2026-10-09,0.0,OFF,,rest_16h
C0035,2026-10-10,0.0,OFF,,rest_16h
C0035,2026-10-11,0.0,LEAVE,TRAINING,rest_16h
C0035,2026-10-12,0.0,LEAVE,TRAINING,rest_16h
C0035,2026-10-13,7.3333,DUTY,,rest_16h
C0035,2026-10-14,0.0,OFF,,rest_16h
C0035,2026-10-15,0.0,OFF,,rest_16h
C0035,2026-10-16,8.3333,DUTY,,rest_16h
C0035,2026-10-17,8.4167,DUTY,,rest_16h
C0035,2026-10-18,0.0,OFF,,rest_16h
C0035,2026-10-19,0.0,OFF,,rest_16h
C0035,2026-10-20,8.6667,DUTY,,rest_16h
C0035,2026-10-21,0.0,OFF,,rest_16h
C0035,2026-10-22,0.0,OFF,,rest_16h
C0035,2026-10-23,0.0,OFF,,rest_16h
C0035,2026-10-24,6.6667,DUTY,,rest_16h
C0035,2026-10-25,0.0,OFF,,rest_16h
C0035,2026-10-26,6.8333,DUTY,,rest_16h
C0035,2026-10-27,0.0,OFF,,rest_16h
C0035,2026-10-28,7.3333,DUTY,,rest_16h
C0035,2026-10-29,10.4167,DUTY,,rest_16h
C0035,2026-10-30,0.0,OFF,,rest_16h
C0035,2026-10-31,6.5,DUTY,,rest_16h
C0036,2026-10-01,0.0,OFF,,rest_16h
C0036,2026-10-02,0.0,OFF,,rest_16h
C0036,2026-10-03,0.0,OFF,,rest_16h
C0036,2026-10-04,6.25,DUTY,,rest_16h
C0036,2026-10-05,0.0,OFF,,rest_16h
C0036,2026-10-06,0.0,OFF,,rest_16h
C0036,2026-10-07,0.0,OFF,,rest_16h
C0036,2026-10-08,7.0833,DUTY,,rest_16h
C0036,2026-10-09,0.0,OFF,,rest_16h
C0036,2026-10-10,8.8333,DUTY,,rest_16h
C0036,2026-10-11,0.0,OFF,,rest_16h
C0036,2026-10-12,7.1667,DUTY,,rest_16h
C0036,2026-10-13,0.0,OFF,,rest_16h
C0036,2026-10-14,7.4167,DUTY,,rest_16h
C0036,2026-10-15,0.0,OFF,,rest_16h
C0036,2026-10-16,0.0,OFF,,rest_16h
C0036,2026-10-17,8.75,DUTY,,rest_16h
C0036,2026-10-18,0.0,OFF,,rest_16h
C0036,2026-10-19,0.0,OFF,,rest_16h
C0036,2026-10-20,0.0,OFF,,rest_16h
C0036,2026-10-21,0.0,OFF,,rest_16h
C0036,2026-10-22,7.0,DUTY,,rest_16h
C0036,2026-10-23,0.0,OFF,,rest_16h
C0036,2026-10-24,0.0,OFF,,rest_16h
C0036,2026-10-25,0.0,OFF,,rest_16h
C0036,2026-10-26,0.0,OFF,,rest_16h
C0036,2026-10-27,8.25,DUTY,,rest_16h
C0036,2026-10-28,9.5,DUTY,,rest_16h
C0036,2026-10-29,8.4167,DUTY,,rest_16h
C0036,2026-10-30,6.75,DUTY,,rest_16h
C0036,2026-10-31,8.5,DUTY,,rest_16h
C0037,2026-10-01,0.0,OFF,,rest_16h
C0037,2026-10-02,0.0,OFF,,rest_16h
C0037,2026-10-03,8.5,DUTY,,rest_16h
C0037,2026-10-04,0.0,OFF,,rest_16h
C0037,2026-10-05,0.0,OFF,,rest_16h
C0037,2026-10-06,0.0,OFF,,rest_16h
C0037,2026-10-07,8.4167,DUTY,,rest_16h
C0037,2026-10-08,0.0,LEAVE,TRAINING,rest_16h
C0037,2026-10-09,0.0,LEAVE,TRAINING,rest_16h
C0037,2026-10-10,6.8333,DUTY,,rest_16h
C0037,2026-10-11,6.5,DUTY,,rest_16h
C0037,2026-10-12,7.3333,DUTY,,rest_16h
C0037,2026-10-13,0.0,OFF,,rest_16h
C0037,2026-10-14,7.5833,DUTY,,rest_16h
C0037,2026-10-15,0.0,OFF,,rest_16h
C0037,2026-10-16,0.0,OFF,,rest_16h
C0037,2026-10-17,0.0,OFF,,rest_16h
C0037,2026-10-18,0.0,OFF,,rest_16h
C0037,2026-10-19,8.0,DUTY,,rest_16h
C0037,2026-10-20,0.0,OFF,,rest_16h
C0037,2026-10-21,6.5,DUTY,,rest_16h
C0037,2026-10-22,0.0,OFF,,rest_16h
C0037,2026-10-23,0.0,OFF,,rest_16h
C0037,2026-10-24,6.4167,DUTY,,rest_16h
C0037,2026-10-25,7.0,DUTY,,rest_16h
C0037,2026-10-26,0.0,OFF,,rest_16h
C0037,2026-10-27,0.0,OFF,,rest_16h
C0037,2026-10-28,7.0,DUTY,,rest_16h
C0037,2026-10-29,0.0,OFF,,rest_16h
C0037,2026-10-30,7.5833,DUTY,,rest_16h
C0037,2026-10-31,7.25,DUTY,,rest_16h
C0038,2026-10-01,0.0,OFF,,rest_16h
C0038,2026-10-02,10.4167,DUTY,,rest_16h
C0038,2026-10-03,0.0,OFF,,rest_16h
C0038,2026-10-04,10.9167,DUTY,,rest_16h
C0038,2026-10-05,0.0,OFF,,rest_16h
C0038,2026-10-06,0.0,OFF,,rest_16h
C0038,2026-10-07,8.8333,DUTY,,rest_16h
C0038,2026-10-08,0.0,OFF,,rest_16h
C0038,2026-10-09,9.1667,DUTY,,rest_16h
C0038,2026-10-10,0.0,OFF,,rest_16h
C0038,2026-10-11,0.0,OFF,,rest_16h
C0038,2026-10-12,0.0,OFF,,rest_16h
C0038,2026-10-13,6.75,DUTY,,rest_16h
C0038,2026-10-14,10.3333,DUTY,,rest_16h
C0038,2026-10-15,0.0,OFF,,rest_16h
C0038,2026-10-16,0.0,OFF,,rest_16h
C0038,2026-10-17,0.0,OFF,,rest_16h
C0038,2026-10-18,9.25,DUTY,,rest_16h
C0038,2026-10-19,0.0,OFF,,rest_16h
C0038,2026-10-20,0.0,OFF,,rest_16h
C0038,2026-10-21,0.0,OFF,,rest_16h
C0038,2026-10-22,0.0,OFF,,rest_16h
C0038,2026-10-23,9.0833,DUTY,,rest_16h
C0038,2026-10-24,0.0,OFF,,rest_16h
C0038,2026-10-25,0.0,OFF,,rest_16h
C0038,2026-10-26,8.0,DUTY,,rest_16h
C0038,2026-10-27,9.1667,DUTY,,rest_16h
C0038,2026-10-28,0.0,OFF,,rest_16h
C0038,2026-10-29,6.8333,DUTY,,rest_16h
C0038,2026-10-30,0.0,OFF,,rest_16h
C0038,2026-10-31,7.0833,DUTY,,rest_16h
C0039,2026-10-01,7.3333,DUTY,,rest_16h
C0039,2026-10-02,0.0,OFF,,rest_16h
C0039,2026-10-03,0.0,OFF,,rest_16h
C0039,2026-10-04,0.0,OFF,,rest_16h
C0039,2026-10-05,0.0,OFF,,rest_16h
C0039,2026-10-06,0.0,OFF,,rest_16h
C0039,2026-10-07,8.25,DUTY,,rest_16h
C0039,2026-10-08,6.8333,DUTY,,rest_16h
C0039,2026-10-09,10.8333,DUTY,,rest_16h
C0039,2026-10-10,0.0,OFF,,rest_16h
C0039,2026-10-11,6.4167,DUTY,,rest_16h
C0039,2026-10-12,9.1667,DUTY,,rest_16h
C0039,2026-10-13,0.0,OFF,,rest_16h
C0039,2026-10-14,8.9167,DUTY,,rest_16h
C0039,2026-10-15,10.8333,DUTY,,rest_16h
C0039,2026-10-16,0.0,OFF,,rest_16h
C0039,2026-10-17,0.0,OFF,,rest_16h
C0039,2026-10-18,6.75,DUTY,,rest_16h
C0039,2026-10-19,0.0,OFF,,rest_16h
C0039,2026-10-20,0.0,OFF,,rest_16h
C0039,2026-10-21,0.0,OFF,,rest_16h
C0039,2026-10-22,0.0,OFF,,rest_16h
C0039,2026-10-23,8.5833,DUTY,,rest_16h
C0039,2026-10-24,6.4167,DUTY,,rest_16h
C0039,2026-10-25,0.0,OFF,,rest_16h
C0039,2026-10-26,0.0,OFF,,rest_16h
C0039,2026-10-27,0.0,OFF,,rest_16h
C0039,2026-10-28,0.0,OFF,,rest_16h
C0039,2026-10-29,6.25,DUTY,,rest_16h
C0039,2026-10-30,0.0,OFF,,rest_16h
C0039,2026-10-31,0.0,OFF,,rest_16h
C0040,2026-10-01,0.0,OFF,,rest_16h
C0040,2026-10-02,8.9167,DUTY,,rest_16h
C0040,2026-10-03,0.0,OFF,,rest_16h
C0040,2026-10-04,8.8333,DUTY,,rest_16h
C0040,2026-10-05,0.0,OFF,,rest_16h
C0040,2026-10-06,8.3333,DUTY,,rest_16h
C0040,2026-10-07,0.0,OFF,,rest_16h
C0040,2026-10-08,7.8333,DUTY,,rest_16h
C0040,2026-10-09,7.25,DUTY,,rest_16h
C0040,2026-10-10,0.0,OFF,,rest_16h
C0040,2026-10-11,7.0,DUTY,,rest_16h
C0040,2026-10-12,0.0,OFF,,rest_16h
C0040,2026-10-13,0.0,OFF,,rest_16h
C0040,2026-10-14,0.0,OFF,,rest_16h
C0040,2026-10-15,0.0,OFF,,rest_16h
C0040,2026-10-16,8.8333,DUTY,,rest_16h
C0040,2026-10-17,0.0,OFF,,rest_16h
C0040,2026-10-18,7.0833,DUTY,,rest_16h
C0040,2026-10-19,0.0,OFF,,rest_16h
C0040,2026-10-20,0.0,OFF,,rest_16h
C0040,2026-10-21,0.0,OFF,,rest_16h
C0040,2026-10-22,10.5,DUTY,,rest_16h
C0040,2026-10-23,0.0,OFF,,rest_16h
C0040,2026-10-24,0.0,OFF,,rest_16h
C0040,2026-10-25,0.0,OFF,,rest_16h
C0040,2026-10-26,9.0833,DUTY,,rest_16h
C0040,2026-10-27,0.0,OFF,,rest_16h
C0040,2026-10-28,8.5,DUTY,,rest_16h
C0040,2026-10-29,0.0,OFF,,rest_16h
C0040,2026-10-30,0.0,OFF,,rest_16h
C0040,2026-10-31,8.3333,DUTY,,rest_16h
C0041,2026-10-01,0.0,OFF,,rest_16h
C0041,2026-10-02,0.0,OFF,,rest_16h
C0041,2026-10-03,0.0,OFF,,rest_16h
C0041,2026-10-04,7.8333,DUTY,,rest_16h
C0041,2026-10-05,7.0,DUTY,,rest_16h
C0041,2026-10-06,6.9167,DUTY,,rest_16h
C0041,2026-10-07,7.3333,DUTY,,rest_16h
C0041,2026-10-08,0.0,OFF,,rest_16h
C0041,2026-10-09,0.0,OFF,,rest_16h
C0041,2026-10-10,8.0833,DUTY,,rest_16h
C0041,2026-10-11,0.0,OFF,,rest_16h
C0041,2026-10-12,0.0,OFF,,rest_16h
C0041,2026-10-13,7.0833,DUTY,,rest_16h
C0041,2026-10-14,0.0,OFF,,rest_16h
C0041,2026-10-15,0.0,OFF,,rest_16h
C0041,2026-10-16,0.0,OFF,,rest_16h
C0041,2026-10-17,0.0,OFF,,rest_16h
C0041,2026-10-18,0.0,LEAVE,TRAINING,rest_16h
C0041,2026-10-19,6.8333,DUTY,,rest_16h
C0041,2026-10-20,7.4167,DUTY,,rest_16h
C0041,2026-10-21,0.0,OFF,,rest_16h
C0041,2026-10-22,0.0,OFF,,rest_16h
C0041,2026-10-23,0.0,OFF,,rest_16h
C0041,2026-10-24,0.0,OFF,,rest_16h
C0041,2026-10-25,10.5833,DUTY,,rest_16h
C0041,2026-10-26,0.0,OFF,,rest_16h
C0041,2026-10-27,0.0,OFF,,rest_16h
C0041,2026-10-28,7.6667,DUTY,,rest_16h
C0041,2026-10-29,0.0,OFF,,rest_16h
C0041,2026-10-30,0.0,OFF,,rest_16h
C0041,2026-10-31,0.0,OFF,,rest_16h
