crew_id,rank,base,type_ratings,pool_id,fte,hourly_rate_gbp,available_days,duties,hours,target_hours,deviation_hours,dev_outside_band,utilisation,overtime_threshold_hours,overtime_hours,pay_cost,overtime_cost,scenario
C0121,FO,EDI,A320,EDI-A320-FO,0.5,71.07,31,7,53.3333,55.77559752530933,-2.4422975253093284,0.0,0.9562120777961888,55.0,0.0,3790.397631,0.0,rest_14h
C0122,FO,EDI,A320,EDI-A320-FO,1.0,86.16,24,11,86.9165,86.3622155230596,0.5542844769403956,0.0,1.0064181363757672,110.0,0.0,7488.72564,0.0,rest_14h
C0123,CPT,EDI,B737,EDI-B737-CPT,1.0,180.22,21,13,106.5,98.25005,8.249950000000013,4.2499500000000126,1.083968914010731,110.0,0.0,19193.43,0.0,rest_14h
C0124,CPT,EDI,B737,EDI-B737-CPT,1.0,189.13,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0,rest_14h
C0125,CPT,EDI,B737,EDI-B737-CPT,1.0,126.03,21,13,111.1667,98.25005,12.916650000000018,8.916650000000018,1.1314671086681385,110.0,1.1667000000000058,14010.339201,73.51960050000037,rest_14h
C0126,CPT,EDI,B737,EDI-B737-CPT,0.5,185.18,18,6,50.6667,42.10716428571428,8.559535714285715,4.559535714285715,1.2032797947685523,55.0,0.0,9382.459506,0.0,rest_14h
C0127,CPT,EDI,B737,EDI-B737-CPT,1.0,188.57,31,17,131.0001,145.0357880952381,-14.0356880952381,10.0356880952381,0.9032260362799454,110.0,21.000100000000003,24702.688857,1979.9944285,rest_14h
C0128,CPT,EDI,B737,EDI-B737-CPT,1.0,139.54,31,19,146.0834,145.0357880952381,1.047611904761908,0.0,1.0072231269159166,110.0,36.08340000000001,20384.477636,2517.5388180000004,rest_14h
C0129,CPT,EDI,B737,EDI-B737-CPT,1.0,154.72,25,14,112.5,116.96434523809523,-4.464345238095248,0.4643452380952482,0.9618315715869864,110.0,2.5,17406.0,193.4,rest_14h
C0130,CPT,EDI,B737,EDI-B737-CPT,1.0,183.67,30,16,128.08350000000002,140.3572142857143,-12.273714285714275,8.273714285714277,0.9125537340693466,110.0,18.08350000000001,23525.096445000003,1660.6982225000013,rest_14h
C0131,FO,EDI,B737,EDI-B737-FO,1.0,91.26,30,13,96.4166,100.34047659574468,-3.923876595744673,0.0,0.9608943795278816,110.0,0.0,8798.978916,0.0,rest_14h
C0132,FO,EDI,B737,EDI-B737-FO,1.0,66.78,31,14,106.6667,103.68515914893617,2.9815408510638406,0.0,1.0287557146609678,110.0,0.0,7123.202226,0.0,rest_14h
C0133,FO,EDI,B737,EDI-B737-FO,1.0,87.44,31,13,102.5001,103.68515914893617,-1.185059148936162,0.0,0.9885706000871936,110.0,0.0,8962.608744,0.0,rest_14h
C0134,FO,EDI,B737,EDI-B737-FO,1.0,67.72,30,13,102.9167,100.34047659574468,2.5762234042553303,0.0,1.0256748172986512,110.0,0.0,6969.518924,0.0,rest_14h
C0135,FO,EDI,B737,EDI-B737-FO,1.0,74.96,30,12,102.5,100.34047659574468,2.1595234042553244,0.0,1.0215219568166465,110.0,0.0,7683.4,0.0,rest_14h
C0136,FO,EDI,B737,EDI-B737-FO,1.0,82.26,24,10,78.3334,80.27238127659575,-1.9389812765957544,0.0,0.975844976245135,110.0,0.0,6443.705484,0.0,rest_14h
C0137,FO,EDI,B737,EDI-B737-FO,1.0,72.46,28,12,95.9168,93.65111148936172,2.2656885106382845,0.0,1.0241928630061763,110.0,0.0,6950.131328,0.0,rest_14h
C0138,FO,EDI,B737,EDI-B737-FO,1.0,60.3,31,11,100.7501,103.68515914893617,-2.935059148936162,0.0,0.971692581917918,110.0,0.0,6075.23103,0.0,rest_14h
C0001,CPT,MAN,A320,MAN-A320-CPT,1.0,183.17,21,10,83.0,79.01847911275416,3.981520887245836,0.0,1.050387212357814,110.0,0.0,15203.11,0.0,rest_16h
C0002,CPT,MAN,A320,MAN-A320-CPT,1.0,130.86,29,14,107.3333,109.12075686999384,-1.7874568699938465,0.0,0.9836194604833668,110.0,0.0,14045.635638000002,0.0,rest_16h
C0003,CPT,MAN,A320,MAN-A320-CPT,1.0,132.32,31,15,113.0,116.64632630930376,-3.64632630930376,0.0,0.9687403244947892,110.0,3.0,14952.16,198.48,rest_16h
C0004,CPT,MAN,A320,MAN-A320-CPT,1.0,176.86,24,13,101.1667,90.30683327171904,10.859866728280949,6.859866728280949,1.1202552047817391,110.0,0.0,17892.342562,0.0,rest_16h
C0005,CPT,MAN,A320,MAN-A320-CPT,1.0,159.21,31,13,108.5,116.64632630930376,-8.14632630930376,4.14632630930376,0.93016216997951,110.0,0.0,17274.285,0.0,rest_16h
C0007,CPT,MAN,A320,MAN-A320-CPT,1.0,180.77,31,13,105.9167,116.64632630930376,-10.729626309303754,6.729626309303754,0.908015737410772,110.0,0.0,19146.561859,0.0,rest_16h
C0008,CPT,MAN,A320,MAN-A320-CPT,1.0,139.53,20,11,83.41669999999999,75.2556943930992,8.161005606900787,4.161005606900787,1.1084436954932826,110.0,0.0,11639.132151,0.0,rest_16h
C0010,CPT,MAN,A320,MAN-A320-CPT,1.0,131.11,29,14,114.0833,109.12075686999384,4.962543130006168,0.9625431300061678,1.045477535826832,110.0,4.083300000000008,14957.461463000003,267.6807315000006,rest_16h
C0011,CPT,MAN,A320,MAN-A320-CPT,1.0,129.68,31,14,118.4999,116.64632630930376,1.853573690696237,0.0,1.0158905449433635,110.0,8.499899999999997,15367.067032,551.1335159999998,rest_16h
C0012,CPT,MAN,A320,MAN-A320-CPT,1.0,172.54,31,14,109.4167,116.64632630930376,-7.229626309303754,3.229626309303754,0.9380209687004336,110.0,0.0,18878.757418,0.0,rest_16h
C0013,CPT,MAN,A320,MAN-A320-CPT,1.0,185.4,29,14,109.0832,109.12075686999384,-0.0375568699938355,0.0,0.9996558228601862,110.0,0.0,20224.02528,0.0,rest_16h
C0014,CPT,MAN,A320,MAN-A320-CPT,1.0,154.27,31,13,112.0001,116.64632630930376,-4.646226309303756,0.6462263093037564,0.9601682585614942,110.0,2.0001000000000038,17278.255427,154.27771350000026,rest_16h
C0015,CPT,MAN,A320,MAN-A320-CPT,1.0,158.07,31,14,112.0001,116.64632630930376,-4.646226309303756,0.6462263093037564,0.9601682585614942,110.0,2.0001000000000038,17703.855807,158.07790350000025,rest_16h
C0016,CPT,MAN,A320,MAN-A320-CPT,0.75,173.03,30,10,83.7499,84.66265619223661,-0.912756192236614,0.0,0.9892189043754536,82.5,1.249899999999997,14491.245197,108.13509849999971,rest_16h
C0017,CPT,MAN,A320,MAN-A320-CPT,1.0,175.12,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0,rest_16h
C0018,CPT,MAN,A320,MAN-A320-CPT,0.75,148.09,19,8,65.58330000000001,53.619682255083184,11.963617744916824,7.963617744916824,1.2231198925797937,82.5,0.0,9712.230897,0.0,rest_16h
C0019,FO,MAN,A320,MAN-A320-FO,1.0,83.05,29,11,86.25,90.22057483443707,-3.970574834437088,0.0,0.9559903620463132,110.0,0.0,7163.0625,0.0,rest_16h
C0020,FO,MAN,A320,MAN-A320-FO,1.0,81.61,31,13,98.25,96.4426834437086,1.807316556291397,0.0,1.0187397995551035,110.0,0.0,8018.1825,0.0,rest_16h
C0021,FO,MAN,A320,MAN-A320-FO,1.0,87.24,31,13,97.6667,96.4426834437086,1.2240165562913887,0.0,1.0126916476458871,110.0,0.0,8520.442907999999,0.0,rest_16h
C0022,FO,MAN,A320,MAN-A320-FO,0.75,58.81,30,9,71.1668,69.99872185430463,1.168078145695361,0.0,1.0166871353469369,82.5,0.0,4185.319508,0.0,rest_16h
C0023,FO,MAN,A320,MAN-A320-FO,1.0,80.61,23,9,73.4999,71.55424900662251,1.945650993377484,0.0,1.0271912712436884,110.0,0.0,5924.826939,0.0,rest_16h
C0024,FO,MAN,A320,MAN-A320-FO,1.0,59.32,31,12,96.6666,96.4426834437086,0.2239165562913996,0.0,1.0023217578389148,110.0,0.0,5734.262712,0.0,rest_16h
C0025,FO,MAN,A320,MAN-A320-FO,1.0,78.68,29,11,92.7499,90.22057483443707,2.529325165562909,0.0,1.028034904124746,110.0,0.0,7297.562132,0.0,rest_16h
C0026,FO,MAN,A320,MAN-A320-FO,1.0,85.93,22,9,65.0001,68.44319470198676,-3.443094701986752,0.0,0.9496941263922796,110.0,0.0,5585.458593,0.0,rest_16h
C0027,FO,MAN,A320,MAN-A320-FO,1.0,60.31,29,11,91.5,90.22057483443707,1.2794251655629123,0.0,1.0141810797360886,110.0,0.0,5518.365,0.0,rest_16h
C0028,FO,MAN,A320,MAN-A320-FO,1.0,76.92,31,11,98.9999,96.4426834437086,2.5572165562913938,0.0,1.0265154023610716,110.0,0.0,7615.072308,0.0,rest_16h
C0029,FO,MAN,A320,MAN-A320-FO,1.0,90.06,31,12,94.4167,96.4426834437086,-2.025983443708597,0.0,0.978992875650426,110.0,0.0,8503.168002,0.0,rest_16h
C0030,FO,MAN,A320,MAN-A320-FO,0.75,66.56,11,4,30.0,25.666198013245037,4.333801986754967,0.3338019867549668,1.1688525111712498,82.5,0.0,1996.8,0.0,rest_16h
C0031,FO,MAN,A320,MAN-A320-FO,1.0,88.63,31,11,93.5834,96.4426834437086,-2.859283443708605,0.0,0.9703525105107896,110.0,0.0,8294.296741999999,0.0,rest_16h
C0032,FO,MAN,A320,MAN-A320-FO,1.0,87.15,26,10,81.41669999999999,80.8874119205298,0.5292880794701915,0.0,1.0065435160663838,110.0,0.0,7095.465405,0.0,rest_16h
C0033,FO,MAN,A320,MAN-A320-FO,1.0,84.72,31,12,93.9166,96.4426834437086,-2.5260834437086004,0.0,0.9738074123042936,110.0,0.0,7956.614352,0.0,rest_16h
C0034,FO,MAN,A320,MAN-A320-FO,1.0,84.86,25,9,79.5833,77.77635761589403,1.806942384105966,0.0,1.0232325405752445,110.0,0.0,6753.438837999999,0.0,rest_16h
C0035,FO,MAN,A320,MAN-A320-FO,1.0,82.49,29,11,88.1666,90.22057483443707,-2.053974834437085,0.0,0.9772338533842606,110.0,0.0,7272.862834,0.0,rest_16h
C0036,FO,MAN,A320,MAN-A320-FO,1.0,76.26,31,12,93.9167,96.4426834437086,-2.5259834437086117,0.0,0.9738084491895856,110.0,0.0,7162.087542,0.0,rest_16h
C0037,CPT,MAN,B737,MAN-B737-CPT,1.0,168.5,29,13,94.9166,94.1389083993661,0.7776916006339007,0.0,1.0082611070582497,110.0,0.0,15993.4471,0.0,rest_16h
C0038,CPT,MAN,B737,MAN-B737-CPT,1.0,135.14,31,12,105.8333,100.6312469096672,5.202053090332811,1.2020530903328108,1.0516942127826607,110.0,0.0,14302.312162,0.0,rest_16h
C0039,CPT,MAN,B737,MAN-B737-CPT,1.0,184.92,31,12,96.5833,100.6312469096672,-4.047946909667203,0.0479469096672033,0.959774453422992,110.0,0.0,17860.183835999997,0.0,rest_16h
C0040,CPT,MAN,B737,MAN-B737-CPT,1.0,142.65,31,12,100.4998,100.6312469096672,-0.1314469096672041,0.0,0.9986937763994398,110.0,0.0,14336.29647,0.0,rest_16h
C0041,CPT,MAN,B737,MAN-B737-CPT,0.75,171.44,30,10,76.7499,73.03880824088749,3.711091759112506,0.0,1.0508098618870263,82.5,0.0,13158.002856,0.0,rest_16h
C0042,CPT,MAN,B737,MAN-B737-CPT,0.75,171.95,31,10,74.3333,75.4734351822504,-1.140135182250404,0.0,0.9848935565275748,82.5,0.0,12781.610935,0.0,rest_16h
C0043,CPT,MAN,B737,MAN-B737-CPT,0.5,161.43,21,4,31.8334,34.08477717908083,-2.251377179080833,0.0,0.9339477219624428,55.0,0.0,5138.865761999999,0.0,rest_16h
C0044,CPT,MAN,B737,MAN-B737-CPT,1.0,178.77,31,12,100.7502,100.6312469096672,0.1189530903328091,0.0,1.0011820691284845,110.0,0.0,18011.113254000004,0.0,rest_16h
C0045,CPT,MAN,B737,MAN-B737-CPT,1.0,171.75,30,12,92.3333,97.38507765451664,-5.051777654516656,1.0517776545166555,0.9481257521564204,110.0,0.0,15858.244275,0.0,rest_16h
C0046,CPT,MAN,B737,MAN-B737-CPT,1.0,130.75,23,9,79.4999,74.66189286846276,4.838007131537239,0.838007131537239,1.0647988812721465,110.0,0.0,10394.611925,0.0,rest_16h
C0047,CPT,MAN,B737,MAN-B737-CPT,0.75,165.92,31,10,73.6668,75.4734351822504,-1.8066351822504032,0.0,0.9760626347815252,82.5,0.0,12222.795455999998,0.0,rest_16h
C0048,CPT,MAN,B737,MAN-B737-CPT,1.0,180.04,30,12,97.1666,97.38507765451664,-0.2184776545166471,0.0,0.9977565592205848,110.0,0.0,17493.874664,0.0,rest_16h
C0049,FO,MAN,B737,MAN-B737-FO,1.0,75.34,29,13,101.6666,98.67383920265782,2.9927607973421857,0.0,1.0303298302926636,110.0,0.0,7659.561644,0.0,rest_16h
C0050,FO,MAN,B737,MAN-B737-FO,0.5,85.52,29,6,45.4167,49.33691960132891,-3.9202196013289097,0.0,0.9205418653412784,55.0,0.0,3884.036184,0.0,rest_16h
C0051,FO,MAN,B737,MAN-B737-FO,1.0,61.23,25,12,89.7499,85.06365448504985,4.686245514950144,0.6862455149501443,1.0550910437991323,110.0,0.0,5495.386377,0.0,rest_16h
C0052,FO,MAN,B737,MAN-B737-FO,1.0,90.14,24,10,78.0,81.66110830564784,-3.661108305647844,0.0,0.9551670509792158,110.0,0.0,7030.92,0.0,rest_16h
C0053,FO,MAN,B737,MAN-B737-FO,0.75,90.37,19,6,48.3334,48.48628305647841,-0.1528830564784158,0.0,0.9968468802547654,82.5,0.0,4367.889358,0.0,rest_16h
C0054,FO,MAN,B737,MAN-B737-FO,1.0,91.09,29,12,94.2501,98.67383920265782,-4.4237392026578135,0.4237392026578135,0.9551680644190575,110.0,0.0,8585.241609,0.0,rest_16h
C0055,FO,MAN,B737,MAN-B737-FO,0.75,85.3,31,10,76.5833,79.10919867109635,-2.525898671096357,0.0,0.968070733700666,82.5,0.0,6532.55549,0.0,rest_16h
C0056,FO,MAN,B737,MAN-B737-FO,1.0,76.45,27,12,94.8331,91.86874684385384,2.9643531561461742,0.0,1.0322672645266904,110.0,0.0,7249.990495,0.0,rest_16h
C0057,FO,MAN,B737,MAN-B737-FO,1.0,82.86,31,13,100.1668,105.4789315614618,-5.312131561461797,1.312131561461797,0.9496379847347386,110.0,0.0,8299.821048,0.0,rest_16h
C0058,FO,MAN,B737,MAN-B737-FO,1.0,57.05,31,14,110.9165,105.4789315614618,5.437568438538207,1.4375684385382073,1.0515512278901855,110.0,0.9164999999999992,6327.786325,26.143162499999978,rest_16h
C0059,FO,MAN,B737,MAN-B737-FO,1.0,54.44,31,11,109.25,105.4789315614618,3.771068438538208,0.0,1.0357518642131944,110.0,0.0,5947.57,0.0,rest_16h
C0060,FO,MAN,B737,MAN-B737-FO,1.0,66.7,22,9,75.0,74.85601594684385,0.1439840531561458,0.0,1.0019234800481285,110.0,0.0,5002.5,0.0,rest_16h
C0061,CPT,BHX,A320,BHX-A320-CPT,0.75,153.75,31,10,76.5001,73.4092414187643,3.0908585812357074,0.0,1.0421044887741566,82.5,0.0,11761.890375,0.0,rest_16h
C0062,CPT,BHX,A320,BHX-A320-CPT,1.0,174.77,31,13,96.6666,97.8789885583524,-1.2123885583523872,0.0,0.9876133930661778,110.0,0.0,16894.421682,0.0,rest_16h
C0063,CPT,BHX,A320,BHX-A320-CPT,1.0,138.87,31,13,101.9166,97.8789885583524,4.037611441647613,0.0376114416476127,1.0412510539914346,110.0,0.0,14153.158242,0.0,rest_16h
C0064,CPT,BHX,A320,BHX-A320-CPT,1.0,190.87,31,12,92.8333,97.8789885583524,-5.045688558352396,1.0456885583523956,0.948449727232885,110.0,0.0,17719.091970999998,0.0,rest_16h
C0065,CPT,BHX,A320,BHX-A320-CPT,1.0,181.16,31,12,92.6667,97.8789885583524,-5.212288558352398,1.212288558352398,0.9467476254595236,110.0,0.0,16787.499372,0.0,rest_16h
C0066,CPT,BHX,A320,BHX-A320-CPT,0.5,147.01,11,2,19.4167,17.365627002288328,2.051072997711671,0.0,1.1181110821648648,55.0,0.0,2854.449067,0.0,rest_16h
C0067,CPT,BHX,A320,BHX-A320-CPT,1.0,161.67,23,9,70.8333,72.6198947368421,-1.786594736842105,0.0,0.975397998808504,110.0,0.0,11451.619610999998,0.0,rest_16h
C0068,CPT,BHX,A320,BHX-A320-CPT,1.0,171.05,31,12,94.9999,97.8789885583524,-2.879088558352393,0.0,0.9705852236444396,110.0,0.0,16249.732895,0.0,rest_16h
C0069,CPT,BHX,A320,BHX-A320-CPT,1.0,141.67,31,12,102.5834,97.8789885583524,4.704411441647608,0.7044114416476077,1.0480635477638085,110.0,0.0,14532.990277999996,0.0,rest_16h
C0070,CPT,BHX,A320,BHX-A320-CPT,1.0,168.68,31,12,93.5835,97.8789885583524,-4.295488558352389,0.2954885583523889,0.9561142935616712,110.0,0.0,15785.66478,0.0,rest_16h
C0071,CPT,BHX,A320,BHX-A320-CPT,1.0,125.39,28,10,91.1667,88.40682837528604,2.7598716247139663,0.0,1.03121785585383,110.0,0.0,11431.392513,0.0,rest_16h
C0072,CPT,BHX,A320,BHX-A320-CPT,1.0,154.19,31,12,101.6667,97.8789885583524,3.787711441647602,0.0,1.0386979013313924,110.0,0.0,15675.988472999998,0.0,rest_16h
C0073,FO,BHX,A320,BHX-A320-FO,1.0,82.5,29,14,97.5834,97.19893603238866,0.3844639676113388,0.0,1.0039554339101329,110.0,0.0,8050.6305,0.0,rest_16h
C0074,FO,BHX,A320,BHX-A320-FO,0.75,77.97,22,7,51.0833,55.30284291497976,-4.219542914979755,0.2195429149797547,0.9237011572539462,82.5,0.0,3982.964901,0.0,rest_16h
C0075,FO,BHX,A320,BHX-A320-FO,0.75,66.55,23,8,61.4999,57.81660850202429,3.683291497975709,0.0,1.0637064607109694,82.5,0.0,4092.818345,0.0,rest_16h
C0076,FO,BHX,A320,BHX-A320-FO,1.0,79.19,31,14,107.0833,103.90231093117409,3.180989068825909,0.0,1.0306151907529086,110.0,0.0,8479.926527,0.0,rest_16h
C0077,FO,BHX,A320,BHX-A320-FO,1.0,79.06,29,12,95.25,97.19893603238866,-1.9489360323886584,0.0,0.9799489982921292,110.0,0.0,7530.465,0.0,rest_16h
C0078,FO,BHX,A320,BHX-A320-FO,1.0,58.75,31,12,110.3333,103.90231093117409,6.430989068825909,2.430989068825909,1.0618945720378237,110.0,0.3332999999999941,6482.081375,9.790687499999828,rest_16h
C0079,FO,BHX,A320,BHX-A320-FO,1.0,91.62,31,12,99.5001,103.90231093117409,-4.402210931174082,0.402210931174082,0.9576312510114414,110.0,0.0,9116.199162,0.0,rest_16h
C0080,FO,BHX,A320,BHX-A320-FO,1.0,74.37,27,11,87.8333,90.49556113360325,-2.662261133603238,0.0,0.9705813069696004,110.0,0.0,6532.162521,0.0,rest_16h
C0081,FO,BHX,A320,BHX-A320-FO,1.0,79.13,31,12,102.0835,103.90231093117409,-1.8188109311740843,0.0,0.9824949905841952,110.0,0.0,8077.867354999999,0.0,rest_16h
C0082,FO,BHX,A320,BHX-A320-FO,1.0,69.41,4,2,16.5,13.40674979757085,3.09325020242915,0.0,1.2307233482487765,110.0,0.0,1145.265,0.0,rest_16h
C0083,FO,BHX,A320,BHX-A320-FO,1.0,75.54,31,12,100.2499,103.90231093117409,-3.6524109311740887,0.0,0.9648476448844966,110.0,0.0,7572.877446,0.0,rest_16h
C0084,FO,BHX,A320,BHX-A320-FO,1.0,66.42,31,13,105.8335,103.90231093117409,1.9311890688259157,0.0,1.018586584374482,110.0,0.0,7029.46107,0.0,rest_16h
C0085,CPT,BHX,E190,BHX-E190-CPT,1.0,169.58,31,10,87.0833,88.47469482758622,-1.3913948275862251,0.0,0.984273527811566,110.0,0.0,14767.586014,0.0,rest_16h
C0086,CPT,BHX,E190,BHX-E190-CPT,1.0,189.89,19,6,51.75,54.226425862068965,-2.4764258620689645,0.0,0.9543317520434036,110.0,0.0,9826.8075,0.0,rest_16h
C0087,CPT,BHX,E190,BHX-E190-CPT,1.0,137.79,25,9,77.25,71.3505603448276,5.899439655172401,1.8994396551724009,1.0826824572457625,110.0,0.0,10644.2775,0.0,rest_16h
C0088,CPT,BHX,E190,BHX-E190-CPT,1.0,165.31,31,10,85.8333,88.47469482758622,-2.6413948275862253,0.0,0.970145194253186,110.0,0.0,14189.102823,0.0,rest_16h
C0089,CPT,BHX,E190,BHX-E190-CPT,1.0,192.27,31,10,82.33330000000001,88.47469482758622,-6.141394827586211,2.141394827586211,0.9305858602897228,110.0,0.0,15830.223591000002,0.0,rest_16h
C0090,CPT,BHX,E190,BHX-E190-CPT,1.0,131.7,31,11,94.0834,88.47469482758622,5.608705172413778,1.608705172413778,1.0633933260051776,110.0,0.0,12390.783779999998,0.0,rest_16h
C0091,CPT,BHX,E190,BHX-E190-CPT,1.0,169.65,31,10,86.1666,88.47469482758622,-2.308094827586217,0.0,0.9739123731131926,110.0,0.0,14618.16369,0.0,rest_16h
C0092,CPT,BHX,E190,BHX-E190-CPT,1.0,155.28,31,11,91.5,88.47469482758622,3.0253051724137805,0.0,1.034194016473403,110.0,0.0,14208.12,0.0,rest_16h
C0093,CPT,BHX,E190,BHX-E190-CPT,1.0,125.29,29,10,85.6666,82.76665,2.899950000000004,0.0,1.0350376631167264,110.0,0.0,10733.168314,0.0,rest_16h
C0094,CPT,BHX,E190,BHX-E190-CPT,1.0,179.44,31,10,86.0,88.47469482758622,-2.4746948275862195,0.0,0.9720293488165316,110.0,0.0,15431.84,0.0,rest_16h
C0095,FO,BHX,E190,BHX-E190-FO,1.0,88.89,31,10,85.3334,86.68128885135135,-1.3478888513513567,0.0,0.9844500598778264,110.0,0.0,7585.285926,0.0,rest_16h
C0096,FO,BHX,E190,BHX-E190-FO,1.0,58.48,31,11,90.5833,86.68128885135135,3.902011148648654,0.0,1.045015610639341,110.0,0.0,5297.3113840000005,0.0,rest_16h
C0097,FO,BHX,E190,BHX-E190-FO,1.0,92.0,31,10,83.25,86.68128885135135,-3.431288851351354,0.0,0.960414884263712,110.0,0.0,7659.0,0.0,rest_16h
C0098,FO,BHX,E190,BHX-E190-FO,1.0,79.44,31,10,88.8332,86.68128885135135,2.151911148648651,0.0,1.024825555516819,110.0,0.0,7056.909408,0.0,rest_16h
C0099,FO,BHX,E190,BHX-E190-FO,1.0,84.09,31,10,85.5,86.68128885135135,-1.1812888513513542,0.0,0.9863720432978664,110.0,0.0,7189.695000000001,0.0,rest_16h
C0100,FO,BHX,E190,BHX-E190-FO,1.0,65.14,31,10,85.4166,86.68128885135135,-1.2646888513513517,0.0,0.9854098979363336,110.0,0.0,5564.037324,0.0,rest_16h
C0101,FO,BHX,E190,BHX-E190-FO,1.0,85.08,31,10,86.0832,86.68128885135135,-0.5980888513513491,0.0,0.9931001389195192,110.0,0.0,7323.958656000001,0.0,rest_16h
C0102,FO,BHX,E190,BHX-E190-FO,1.0,60.77,24,8,71.1668,67.10809459459459,4.058705405405405,0.058705405405405,1.0604801168908813,110.0,0.0,4324.806436,0.0,rest_16h
C0103,FO,BHX,E190,BHX-E190-FO,1.0,91.64,24,8,66.6667,67.10809459459459,-0.4413945945945841,0.0,0.9934226325861122,110.0,0.0,6109.336388000001,0.0,rest_16h
C0104,FO,BHX,E190,BHX-E190-FO,1.0,84.78,31,10,84.83330000000001,86.68128885135135,-1.8479888513513456,0.0,0.9786806486631684,110.0,0.0,7192.167174000001,0.0,rest_16h
C0105,CPT,EDI,A320,EDI-A320-CPT,1.0,179.75,31,14,104.6668,108.5000135667396,-3.8332135667396017,0.0,0.9646708471203854,110.0,0.0,18813.8573,0.0,rest_16h
C0106,CPT,EDI,A320,EDI-A320-CPT,1.0,157.68,22,10,75.3332,77.00000962800875,-1.6668096280087497,0.0,0.9783531244208774,110.0,0.0,11878.538976000002,0.0,rest_16h
C0107,CPT,EDI,A320,EDI-A320-CPT,1.0,140.25,25,11,89.3334,87.50001094091903,1.833389059080972,0.0,1.0209530151981223,110.0,0.0,12529.00935,0.0,rest_16h
C0108,CPT,EDI,A320,EDI-A320-CPT,1.0,148.93,25,11,90.9166,87.50001094091903,3.4165890590809767,0.0,1.039046727221416,110.0,0.0,13540.209238,0.0,rest_16h
C0109,CPT,EDI,A320,EDI-A320-CPT,1.0,189.46,31,13,107.5834,108.5000135667396,-0.9166135667395992,0.0,0.9915519497499806,110.0,0.0,20382.750964,0.0,rest_16h
C0110,CPT,EDI,A320,EDI-A320-CPT,0.5,157.74,31,7,54.5833,54.2500067833698,0.3332932166302029,0.0,1.006143652994572,55.0,0.0,8609.969742000001,0.0,rest_16h
C0111,CPT,EDI,A320,EDI-A320-CPT,1.0,159.52,29,12,100.5832,101.50001269146608,-0.9168126914660776,0.0,0.9909673637750868,110.0,0.0,16045.032064000005,0.0,rest_16h
C0112,CPT,EDI,A320,EDI-A320-CPT,1.0,132.71,31,12,110.8334,108.5000135667396,2.333386433260401,0.0,1.0215058630552625,110.0,0.8333999999999975,14708.700514,55.30025699999984,rest_16h
C0113,CPT,EDI,A320,EDI-A320-CPT,1.0,159.12,19,8,65.9168,66.50000831509847,-0.5832083150984744,0.0,0.991229951245494,110.0,0.0,10488.681216,0.0,rest_16h
C0114,FO,EDI,A320,EDI-A320-FO,0.5,84.78,31,7,53.5001,55.77559752530933,-2.2754975253093264,0.0,0.9592026329385934,55.0,0.0,4535.738478,0.0,rest_16h
C0115,FO,EDI,A320,EDI-A320-FO,1.0,68.14,31,13,111.2499,111.55119505061866,-0.3012950506186627,0.0,0.9972990423770725,110.0,1.249899999999997,7580.568185999999,42.58409299999989,rest_16h
C0116,FO,EDI,A320,EDI-A320-FO,1.0,85.56,28,12,98.3334,100.7559181102362,-2.4225181102362114,0.0,0.9759565675577908,110.0,0.0,8413.405704,0.0,rest_16h
C0117,FO,EDI,A320,EDI-A320-FO,1.0,81.57,29,12,101.1667,104.35434375703036,-3.187643757030358,0.0,0.9694536552838452,110.0,0.0,8252.167719,0.0,rest_16h
C0118,FO,EDI,A320,EDI-A320-FO,1.0,91.66,31,14,110.6666,111.55119505061866,-0.8845950506186568,0.0,0.9920700531247804,110.0,0.6666000000000025,10143.700556,30.55027800000012,rest_16h
C0119,FO,EDI,A320,EDI-A320-FO,0.75,65.57,31,11,85.8333,83.66339628796399,2.169903712036003,0.0,1.0259361179238689,82.5,3.333299999999994,5628.089480999999,109.2822404999998,rest_16h
C0120,FO,EDI,A320,EDI-A320-FO,1.0,71.54,25,11,93.8335,89.96064116985376,3.8728588301462414,0.0,1.0430505916785755,110.0,0.0,6712.8485900000005,0.0,rest_16h
C0121,FO,EDI,A320,EDI-A320-FO,0.5,71.07,31,7,55.3333,55.77559752530933,-0.4422975253093284,0.0,0.9920700531247804,55.0,0.3333000000000012,3932.537631,11.843815500000044,rest_16h
C0122,FO,EDI,A320,EDI-A320-FO,1.0,86.16,24,11,89.8333,86.3622155230596,3.4710844769403906,0.0,1.0401921657048454,110.0,0.0,7740.037127999999,0.0,rest_16h
C0123,CPT,EDI,B737,EDI-B737-CPT,1.0,180.22,21,14,109.4168,98.25005,11.166750000000008,7.166750000000008,1.1136564307091956,110.0,0.0,19719.095696,0.0,rest_16h
C0124,CPT,EDI,B737,EDI-B737-CPT,1.0,189.13,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0,rest_16h
C0125,CPT,EDI,B737,EDI-B737-CPT,1.0,126.03,21,15,119.3333,98.25005,21.083250000000007,17.083250000000007,1.2145876770546171,110.0,9.333299999999994,15039.575799,588.1378994999997,rest_16h
C0126,CPT,EDI,B737,EDI-B737-CPT,0.5,185.18,18,7,54.25,42.10716428571428,12.142835714285717,8.142835714285717,1.2883793273726918,55.0,0.0,10046.015,0.0,rest_16h
